대분류,중분류,소분류,Section,테스트 항목,기대결과,WEB,Apple_Mobile,Android_Phone
Series Detailed Page,,,Series Detailed Page,Scroll Up 동작 여부 확인,Scroll Up 동작하지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,,,Series Detailed Page,Scroll Down 동작 확인,Scroll Down 된다,UNTESTED,비대상,비대상
Series Detailed Page,,,Series Detailed Page,Scroll Down 동작 여부 확인,Scroll Down 동작하지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,,,Series Detailed Page,Scroll Up 동작 확인,Scroll Up 된다,UNTESTED,비대상,비대상
Series Detailed Page,,,Series Detailed Page,Background image 확인,Background image 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Top Area,,Series Detailed Page>Top Area,Series Name image 확인,Series Name image 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Top Area,,Series Detailed Page>Top Area,Series Name image 노출 여부 확인,Series Name image 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Top Area,Series Name text,Series Detailed Page>Top Area>Series Name text,Series Name text 확인,Series Name text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Top Area,Series Name text,Series Detailed Page>Top Area>Series Name text,Content Series Name text 확인,해당 Content Series Name text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Top Area,Series Name text,Series Detailed Page>Top Area>Series Name text,Series Name text Max line 확인,Max Line 2줄 적용되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Top Area,Update Cycle text,Series Detailed Page>Top Area>Update Cycle text,Update Cycle text 확인,Update Cycle text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Top Area,Update Cycle text,Series Detailed Page>Top Area>Update Cycle text,Update Cycle text UI 확인,Update Cycle text 강조되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Top Area,Update Cycle text,Series Detailed Page>Top Area>Update Cycle text,Weekly Update Cycle text Stringset 확인,"""Weekly Update"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,,Series Detailed Page>Description Area,Division Line 확인,Division Line 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,,Series Detailed Page>Description Area,Comma 확인,Comma 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Rating icon,Series Detailed Page>Description Area>Rating icon,Rating icon 확인,Rating icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Rating icon,Series Detailed Page>Description Area>Rating icon,Content Rating icon 확인,해당 Content Rating icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Rating icon,Series Detailed Page>Description Area>Rating icon,TV-Y Rating icon 확인,"""TV-Y"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Rating icon,Series Detailed Page>Description Area>Rating icon,TV-Y7 Rating icon 확인,"""TV-Y7"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Rating icon,Series Detailed Page>Description Area>Rating icon,TV-Y7-FV Rating icon 확인,"""TV-Y7-FV"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Rating icon,Series Detailed Page>Description Area>Rating icon,TV-G Rating icon 확인,"""TV-G"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Rating icon,Series Detailed Page>Description Area>Rating icon,G Rating icon 확인,"""G"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Rating icon,Series Detailed Page>Description Area>Rating icon,TV-PG Rating icon 확인,"""TV-PG"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Rating icon,Series Detailed Page>Description Area>Rating icon,PG Rating icon 확인,"""PG"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Rating icon,Series Detailed Page>Description Area>Rating icon,PG-13 Rating icon 확인,"""PG-13"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Rating icon,Series Detailed Page>Description Area>Rating icon,TV-14 Rating icon 확인,"""TV-14"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Rating icon,Series Detailed Page>Description Area>Rating icon,R Rating icon 확인,"""R"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Rating icon,Series Detailed Page>Description Area>Rating icon,TV-MA Rating icon 확인,"""TV-MA"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Rating icon,Series Detailed Page>Description Area>Rating icon,NC-17 Rating icon 확인,"""NC-17"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Relese Date,Series Detailed Page>Description Area>Relese Date,Relese Date 확인,Relese Date 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Relese Date,Series Detailed Page>Description Area>Relese Date,Relese Date text 확인,"""{YYYY}"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Episode Counter,Series Detailed Page>Description Area>Episode Counter,Episode Counter 확인,Episode Counter 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Episode Counter,Series Detailed Page>Description Area>Episode Counter,Episode Counter stringset 확인,"""{NN} Episodes"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Episode Counter,Series Detailed Page>Description Area>Episode Counter,Episode Number 확인,해당 Series Content Episode Number 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Episode Counter,Series Detailed Page>Description Area>Episode Counter,Episode Counter 노출 여부 확인,Episode Counter 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Subtitle Section,Series Detailed Page>Description Area>Subtitle Section,Subtitle icon 확인,Subtitle icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Subtitle Section,Series Detailed Page>Description Area>Subtitle Section,Content Subtitle 확인,해당 Content Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Subtitle Section,Series Detailed Page>Description Area>Subtitle Section,Delimeter 확인,dot 형태의 Delimeter 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Subtitle Section,Series Detailed Page>Description Area>Subtitle Section,Subtitle stringset 확인,국가별 언어 적용되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Subtitle Section,Series Detailed Page>Description Area>Subtitle Section,English Subtitle 확인,English Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Subtitle Section,Series Detailed Page>Description Area>Subtitle Section,English Subtitle stringset 확인,"""English"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Subtitle Section,Series Detailed Page>Description Area>Subtitle Section,Portuguese Subtitle 확인,Portuguese Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Subtitle Section,Series Detailed Page>Description Area>Subtitle Section,Portuguese Subtitle stringset 확인,"""Portuguese"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Subtitle Section,Series Detailed Page>Description Area>Subtitle Section,Spanish Subtitle 확인,Spanish Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Subtitle Section,Series Detailed Page>Description Area>Subtitle Section,Spanish Subtitle stringset 확인,"""Spanish"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Subtitle Section,Series Detailed Page>Description Area>Subtitle Section,Chinese Subtitle 확인,Chinese Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Subtitle Section,Series Detailed Page>Description Area>Subtitle Section,Chinese Subtitle stringset 확인,"""Chinese"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Subtitle Section,Series Detailed Page>Description Area>Subtitle Section,Vietnamese Subtitle 확인,Vietnamese Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,Subtitle Section,Series Detailed Page>Description Area>Subtitle Section,Vietnamese Subtitle stringset 확인,"""Vietnamese"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,More Button,Series Detailed Page>Description Area>More Button,More Button 확인,More Button 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,More Button,Series Detailed Page>Description Area>More Button,More Button stringset 확인,"""More"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Description Area,More Button,Series Detailed Page>Description Area>More Button,More Button UI 확인,More Button Underline 처리되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,More Button,Series Detailed Page>Description Area>More Button,More Button 기능 확인,Subtitle POP UP 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,More Button,Series Detailed Page>Description Area>More Button,More Button 노출 여부 확인,More Button 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,synopsios text,Series Detailed Page>Description Area>synopsios text,synopsios text 확인,synopsios text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Description Area,synopsios text,Series Detailed Page>Description Area>synopsios text,synopsios text Max line 확인,Max Line 2줄 적용되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Watch Button,Series Detailed Page>Functional Area>Watch Button,Watch Button 확인,Watch Button 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Watch Button,Series Detailed Page>Functional Area>Watch Button,Playback icon 확인,Playback icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Watch Button,Series Detailed Page>Functional Area>Watch Button,title text 확인,"""Watch Episode {NN}"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Watch Button,Series Detailed Page>Functional Area>Watch Button,Episodic 구조일 시 Sotring Order 확인,해당 Content 첫 회차 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Watch Button,Series Detailed Page>Functional Area>Watch Button,Ombnibus 구조일 시 Sotring Order 확인,해당 Content 마지막 회차 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Watch Button,Series Detailed Page>Functional Area>Watch Button,Episode 미편성 시 stringset 확인,"""Watch Trailer 1"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Watch Button,Series Detailed Page>Functional Area>Watch Button,Watch Button 선택 시 동작 확인,Player Page 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Watch Button,Series Detailed Page>Functional Area>Watch Button,Watch Button 기능 확인,해당 Content 재생된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Continue Watching Button,Series Detailed Page>Functional Area>Continue Watching Button,Continue Watching Button 확인,Continue Watching Button 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Continue Watching Button,Series Detailed Page>Functional Area>Continue Watching Button,Playback icon 확인,Playback icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Continue Watching Button,Series Detailed Page>Functional Area>Continue Watching Button,title text 확인,"""Continue Watching Episode {NN}"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Continue Watching Button,Series Detailed Page>Functional Area>Continue Watching Button,User Watching History 조회 동작 확인,User 마지막 재생 회차 적용되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Continue Watching Button,Series Detailed Page>Functional Area>Continue Watching Button,Continue Watching Button 선택 시 동작 확인,Player Page 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Continue Watching Button,Series Detailed Page>Functional Area>Continue Watching Button,Continue Watching Button 기능 확인,User Last Viewed Point 구간부터 재생된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Progress Bar,Series Detailed Page>Functional Area>Progress Bar,Progress Bar 확인,Progress Bar 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Progress Bar,Series Detailed Page>Functional Area>Progress Bar,Progress Bar UI 확인,User Last Viewed Point 강조되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Progress Bar,Series Detailed Page>Functional Area>Progress Bar,Progress Bar 노출 여부 확인,Progress Bar 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Remain Time,Series Detailed Page>Functional Area>Remain Time,Remain Time 확인,Remain Time 노출 확인,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Remain Time,Series Detailed Page>Functional Area>Remain Time,Remain Time stringset 확인,"""{h}h {mm}m Left"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Remain Time,Series Detailed Page>Functional Area>Remain Time,Remain Time Tracking 동작 확인,User Last Viewed Point 기준 Remain Time 적용되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Remain Time,Series Detailed Page>Functional Area>Remain Time,Remain Time 확인,Remain Time 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Coming Soon text,Series Detailed Page>Functional Area>Coming Soon text,Coming Soon text 확인,Coming Soon text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Coming Soon text,Series Detailed Page>Functional Area>Coming Soon text,Coming Soon text stringset 확인,"""Coming Soon"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Coming Soon text,Series Detailed Page>Functional Area>Coming Soon text,Coming Soon text UI 확인,Coming Soon text Dimmed 처리되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Favorite icon,Series Detailed Page>Functional Area>Favorite icon,Favorite icon 확인,Empty Star 형태의 Favorite icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Favorite icon,Series Detailed Page>Functional Area>Favorite icon,Favorite icon 선택 시 동작 확인,Toggle 동작한디,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Favorite icon,Series Detailed Page>Functional Area>Favorite icon,Favorite icon 기능 확인,해당 Content Bookmark 등록된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Favorite icon,Series Detailed Page>Functional Area>Favorite icon,미로그인 시 Favorite icon 기능 확인,Sign In Page 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Bookmarked icon,Series Detailed Page>Functional Area>Bookmarked icon,Bookmarked icon 확인,Colored Star 형태의 Bookmarked icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Bookmarked icon,Series Detailed Page>Functional Area>Bookmarked icon,Bookmarked icon 선택 시 동작 확인,Toggle 동작한디,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Bookmarked icon,Series Detailed Page>Functional Area>Bookmarked icon,Bookmarked icon 기능 확인,해당 Content Bookmark 해제된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Thumbs Up icon,Series Detailed Page>Functional Area>Thumbs Up icon,Thumbs Up icon 확인,Empty Thumbs Up 형태의 Thumbs Up icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Thumbs Up icon,Series Detailed Page>Functional Area>Thumbs Up icon,Thumbs Up icon 선택 시 동작 확인,Toggle 동작한디,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Thumbs Up icon,Series Detailed Page>Functional Area>Thumbs Up icon,Thumbs Up icon 기능 확인,해당 Content Bookmark 등록된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Thumbs Up icon,Series Detailed Page>Functional Area>Thumbs Up icon,미로그인 시 Thumbs Up icon 기능 확인,Sign In Page 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,LIKED icon,Series Detailed Page>Functional Area>LIKED icon,LIKED icon 확인,Colored Thumbs Up 형태의 LIKED icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,LIKED icon,Series Detailed Page>Functional Area>LIKED icon,LIKED icon 선택 시 동작 확인,Toggle 동작한디,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,LIKED icon,Series Detailed Page>Functional Area>LIKED icon,LIKED icon 기능 확인,해당 Content Bookmark 해제된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Share icon,Series Detailed Page>Functional Area>Share icon,Share icon 확인,Share icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Functional Area,Share icon,Series Detailed Page>Functional Area>Share icon,Share icon 기능 확인,Share POP UP 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Share POP UP,Facebook,Series Detailed Page>Share POP UP>Facebook,Facebook logo 확인,Facebook logo 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Share POP UP,Facebook,Series Detailed Page>Share POP UP>Facebook,title text 확인,title text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Share POP UP,Facebook,Series Detailed Page>Share POP UP>Facebook,title text stringset 확인,"""Facebook"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Share POP UP,Facebook,Series Detailed Page>Share POP UP>Facebook,Facebook 항목 기능 확인,Facebook Console 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Share POP UP,Instagram,Series Detailed Page>Share POP UP>Instagram,Instagram logo 확인,Instagram logo 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Share POP UP,Instagram,Series Detailed Page>Share POP UP>Instagram,title text 확인,title text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Share POP UP,Instagram,Series Detailed Page>Share POP UP>Instagram,title text stringset 확인,"""Instagram"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Share POP UP,Instagram,Series Detailed Page>Share POP UP>Instagram,Instagram 항목 기능 확인,Instagram Console 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Share POP UP,Twitter,Series Detailed Page>Share POP UP>Twitter,Twitter logo 확인,Twitter logo 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Share POP UP,Twitter,Series Detailed Page>Share POP UP>Twitter,title text 확인,title text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Share POP UP,Twitter,Series Detailed Page>Share POP UP>Twitter,title text stringset 확인,"""Twitter"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Share POP UP,Twitter,Series Detailed Page>Share POP UP>Twitter,Twitter 항목 기능 확인,Twitter Console 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Share POP UP,Copy to URL,Series Detailed Page>Share POP UP>Copy to URL,Copy to URL logo 확인,Copy to URL logo 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Share POP UP,Copy to URL,Series Detailed Page>Share POP UP>Copy to URL,title text 확인,title text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Share POP UP,Copy to URL,Series Detailed Page>Share POP UP>Copy to URL,title text stringset 확인,"""Copy to URL"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Share POP UP,Copy to URL,Series Detailed Page>Share POP UP>Copy to URL,Copy to URL 항목 선택 시 동작 확인,URL Copied toast POP UP 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Share POP UP,Copy to URL,Series Detailed Page>Share POP UP>Copy to URL,Copy to URL 항목 기능 확인,URL Copy 동작한다,UNTESTED,비대상,비대상
Series Detailed Page,Share POP UP,URL Copied toast POP UP,Series Detailed Page>Share POP UP>URL Copied toast POP UP,Auto Close 동작 확인,URL Copied toast POP UP 사라진다,UNTESTED,비대상,비대상
Series Detailed Page,Share POP UP,URL Copied toast POP UP,Series Detailed Page>Share POP UP>URL Copied toast POP UP,title text 확인,title text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Share POP UP,URL Copied toast POP UP,Series Detailed Page>Share POP UP>URL Copied toast POP UP,title text stringset 확인,"""URL copied to clipboard!"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,,Series Detailed Page>Tab Menu Area,Tab Menu Area 확인,Tab Menu Area 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,,Series Detailed Page>Tab Menu Area,Default Setting 확인,Episode Tab Menu 선택 적용되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,,Series Detailed Page>Tab Menu Area,Movie Content 시 Default Setting 확인,Show Info Tab Menu 선택 적용되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,,Series Detailed Page>Tab Menu Area,Tab Menu 선택 시 UI 확인,해당 항목 강조되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,,Series Detailed Page>Tab Menu Area,Tab Menu 선택 시 동작 확인,해당 항목 Underline 강조되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,,Series Detailed Page>Tab Menu Area,Division Line 확인,Division Line 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,Episodes Tab Menu,Series Detailed Page>Tab Menu Area>Episodes Tab Menu,Episodes Tab Menu 확인,Episodes Tab Menu 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,Episodes Tab Menu,Series Detailed Page>Tab Menu Area>Episodes Tab Menu,Episodes Tab Menu stringset 확인,"""Episodes"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,Episodes Tab Menu,Series Detailed Page>Tab Menu Area>Episodes Tab Menu,Episodes Tab Menu 기능 확인,Episodes Rail Scroll 이동한다,UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,Episodes Tab Menu,Series Detailed Page>Tab Menu Area>Episodes Tab Menu,Episodes Tab Menu 노출 여부 확인,Episodes Tab Menu 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,Episodes Tab Menu,Series Detailed Page>Tab Menu Area>Episodes Tab Menu,Movie Content 진입 시 Episodes Tab Menu 노출 여부 확인,Episodes Tab Menu 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,Show Info Tab Menu,Series Detailed Page>Tab Menu Area>Show Info Tab Menu,Show Info Tab Menu 확인,Show Info Tab Menu 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,Show Info Tab Menu,Series Detailed Page>Tab Menu Area>Show Info Tab Menu,Show Info Tab Menu stringset 확인,"""Show Info"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,Show Info Tab Menu,Series Detailed Page>Tab Menu Area>Show Info Tab Menu,Show Info Tab Menu 기능 확인,Show Info Area Scroll 이동한다,UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,Webcomic Tab Menu,Series Detailed Page>Tab Menu Area>Webcomic Tab Menu,Webcomic Tab Menu 확인,Webcomic Tab Menu 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,Webcomic Tab Menu,Series Detailed Page>Tab Menu Area>Webcomic Tab Menu,Webcomic Tab Menu stringset 확인,"""Webcomic"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,Webcomic Tab Menu,Series Detailed Page>Tab Menu Area>Webcomic Tab Menu,Webcomic Tab Menu 기능 확인,Webcomic Area Scroll 이동한다,UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,Webcomic Tab Menu,Series Detailed Page>Tab Menu Area>Webcomic Tab Menu,Webcomic Tab Menu 노출 여부 확인,Webcomic Tab Menu 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,Trailers and more Tab Menu,Series Detailed Page>Tab Menu Area>Trailers and more Tab Menu,Trailers and more Tab Menu 확인,Trailers and more Tab Menu 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,Trailers and more Tab Menu,Series Detailed Page>Tab Menu Area>Trailers and more Tab Menu,Trailers and more Tab Menu stringset 확인,"""Trailers and more"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,Trailers and more Tab Menu,Series Detailed Page>Tab Menu Area>Trailers and more Tab Menu,Trailers and more Tab Menu 기능 확인,Trailers and more Rail Scroll 이동한다,UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,Trailers and more Tab Menu,Series Detailed Page>Tab Menu Area>Trailers and more Tab Menu,Trailers and more Tab Menu 노출 여부 확인,Trailers and more Tab Menu 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,More Like This Tab Menu,Series Detailed Page>Tab Menu Area>More Like This Tab Menu,More Like This Tab Menu 확인,More Like This Tab Menu 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,More Like This Tab Menu,Series Detailed Page>Tab Menu Area>More Like This Tab Menu,More Like This Tab Menu stringset 확인,"""More Like This"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Tab Menu Area,More Like This Tab Menu,Series Detailed Page>Tab Menu Area>More Like This Tab Menu,More Like This Tab Menu 기능 확인,More Like This Area Scroll 이동한다,UNTESTED,비대상,비대상
Series Detailed Page,Episode Rail,,Series Detailed Page>Episode Rail,Episode Rail 확인,Episode Rail 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Episode Rail,Sorting Button,Series Detailed Page>Episode Rail>Sorting Button,Sorting Button 확인,Sorting Button 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Episode Rail,Sorting Button,Series Detailed Page>Episode Rail>Sorting Button,Default Setting 확인,All Episodes 항목 선택 적용되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Episode Rail,Sorting Button,Series Detailed Page>Episode Rail>Sorting Button,Downard indicator icon 확인,Downard indicator icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Episode Rail,Sorting Button,Series Detailed Page>Episode Rail>Sorting Button,Sorting Button 기능 확인,Sorting POP UP 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Episode Rail,Sorting Button,Series Detailed Page>Episode Rail>Sorting Button,Sorting Button 노출 여부 확인,Sorting Button 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Episode Rail,Newest Button,Series Detailed Page>Episode Rail>Newest Button,Newest Button 확인,Newest Button 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Episode Rail,Newest Button,Series Detailed Page>Episode Rail>Newest Button,Default Setting 확인,Newest Button 선택 적용되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Episode Rail,Newest Button,Series Detailed Page>Episode Rail>Newest Button,Newest Button stringset 확인,"""Newest"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Episode Rail,Newest Button,Series Detailed Page>Episode Rail>Newest Button,Newest Button 기능 확인,Episode Content 내림차순 정렬된다,UNTESTED,비대상,비대상
Series Detailed Page,Episode Rail,Newest Button,Series Detailed Page>Episode Rail>Newest Button,해상도 320 이하 적용 시 Newest Button 기능 확인,Toggle 동작한디,UNTESTED,비대상,비대상
Series Detailed Page,Episode Rail,Newest Button,Series Detailed Page>Episode Rail>Newest Button,Newest Button 노출 여부 확인,Newest Button 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Episode Rail,Oldest Button,Series Detailed Page>Episode Rail>Oldest Button,Oldest Button 확인,Oldest Button 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Episode Rail,Oldest Button,Series Detailed Page>Episode Rail>Oldest Button,Default Setting 확인,Oldest Button 선택 적용되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Episode Rail,Oldest Button,Series Detailed Page>Episode Rail>Oldest Button,Oldest Button stringset 확인,"""Oldest"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Episode Rail,Oldest Button,Series Detailed Page>Episode Rail>Oldest Button,Oldest Button 기능 확인,Episode Content 오름차순 정렬된다,UNTESTED,비대상,비대상
Series Detailed Page,Episode Rail,Oldest Button,Series Detailed Page>Episode Rail>Oldest Button,해상도 320 이하 적용 시 Oldest Button 기능 확인,Toggle 동작한디,UNTESTED,비대상,비대상
Series Detailed Page,Episode Rail,Oldest Button,Series Detailed Page>Episode Rail>Oldest Button,Oldest Button 노출 여부 확인,Oldest Button 노출되지 않는다,UNTESTED,비대상,비대상
